br_id;brand;art;orgnl;orgnl_id;name;cross;quant;price
01-00005825;EMMETEC;AU9018KIT;"AUDI ; VW";;Ремкомплект рулевой рейки с ГУР AUDI A8 2005-2010;AS16351;10;2 007,00
01-00026288;EMMETEC;BW9025KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 3 (E90) 07-11,3 (E92) 07-;;10;2 963,00
01-00005826;EMMETEC;BW9001KIT;BMW;"32131132798 ; 32131128685 ; 32131123776";Ремкомплект рулевой рейки с ГУР BMW 3 E-30 1982-1992;"12308 ; AS10261/A";10;1 842,00
01-00005827;EMMETEC;BW9002KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 3 E-30 1982-1992;"7832633005 ; AS10261 ; AS10262";10;1 621,00
01-00005828;EMMETEC;BW9003KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 3 E-30 1982-1992 ZF;;10;1 527,00
01-00005829;EMMETEC;BW9004KIT;BMW;32131094629;Ремкомплект рулевой рейки с ГУР BMW 3 E-36 1990-2000,BMW 3 E-46 1998-2005,BMW 5 E-34 1988-1996 ZF;"AS10843 ; AS13396 ; AS18457 ; 15599811";10;2 038,00
01-00005839;EMMETEC;BW9014KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 3 E-46 1998-2005,BMW 5 E-34 1988-1996;;10;1 621,00
01-00005837;EMMETEC;BW9012KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 3 E-90 05-;AS18470;10;1 930,00
01-00005831;EMMETEC;BW9006KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 3 E-90 2005-,BMW 3 E-46 1998-2005, BMW 3 E36 1990-2000 TRW;AS12023/A;10;1 583,00
01-00005842;EMMETEC;BW9017KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 3 E-90 2005-,BMW 3 E-91 2005-,BMW 3 E-92 2005-;;10;1 641,00
01-00026286;EMMETEC;BW9023KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 3 E90/91/E92, X1 E84 SAV, 05-12;;10;1 841,00
01-00005830;EMMETEC;BW9005KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 5 E-39 1995-2003 ZF;"AS13395 ; 7852633048 ; AS17772 ; 7852633555 ; 15599943";10;1 930,00
01-00005835;EMMETEC;BW9010KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 5 E-39 1995-2003 ZF круглый датчик;"AS14509 ; 7852633036 ; AS13393 ; 7852633051 ; AS18608";10;1 930,00
01-00005840;EMMETEC;BW9015KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 5 E-60 03-09 4X4;;10;1 752,00
01-00005834;EMMETEC;BW9009KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 5 E-60 2003-2009;;10;1 930,00
01-00005846;EMMETEC;BW9021KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 5 E-60 2003-2009;;10;1 930,00
01-00005845;EMMETEC;BW9020KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 5 E39 1996-2004 ZF квадратный датчик;"AS13382 ; AS13394 ; 7852633049";10;1 696,00
01-00020383;EMMETEC;BW9022KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 5 GRAN TURISMO (F07) 09-,7 (F01, F02, F03, F04) 08-;;10;2 162,00
01-00005833;EMMETEC;BW9008KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 7 E-65 2001-2008 ZF;"7852633537 ; AS16008";9;2 007,00
01-00026287;EMMETEC;BW9024KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 7 F01/F02/F03/F04 09-,5' F07 GT GT 09-;;5;2 162,00
01-00028505;EMMETEC;BW9026KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW 7( F01,F02,F03,F04) 2008-2012;;10;2 162,00
01-00005838;EMMETEC;BW9013KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW X3 E-83 2003-2009;AS18642;10;1 634,00
01-00005844;EMMETEC;BW9019KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW X6 E-71 2008-,BMW X5 E-70 2007-;;10;1 758,00
01-00005841;EMMETEC;BW9016KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW X6 E-71 2008-,BMW Х5 E-70 2007-;;10;1 939,00
01-00005836;EMMETEC;BW9011KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW Х5 E-53 1999-2007;"AS14985 ; 7852633538 ; 15599939";10;1 930,00
01-00005832;EMMETEC;BW9007KIT;BMW;;Ремкомплект рулевой рейки с ГУР BMW Х5 E-53 1999-2007 ZF;;10;1 930,00
01-00000329;EMMETEC;GM9001KIT;"CHEVROLET ; GMC";;Ремкомплект рулевой рейки с ГУР BUICK Enclave 2006-,CHEVROLET Traverse 2006-,GMC Acadia 2006;"AS20990 ; AS22188";1;2 523,00
01-00005847;EMMETEC;BY9001KIT;"GEELY ; BYD ; LIFAN";;Ремкомплект рулевой рейки с ГУР BYD F3 2006-;;10;1 834,00
01-00121098;EMMETEC;BY9002KIT;BYD;;Ремкомплект рулевой рейки с ГУР BYD S6 2011-;;3;1 544,00
01-00080410;EMMETEC;CA9005KIT;CADILLAC;;Ремкомплект рулевой рейки с ГУР CADILLAC CTS 2002-2007;;10;2 002,00
01-00065827;EMMETEC;CA9003KIT;CADILLAC;;Ремкомплект рулевой рейки с ГУР CADILLAC CTS 2008-;;1;1 642,00
01-00005848;EMMETEC;CA9002KIT;CADILLAC;;Ремкомплект рулевой рейки с ГУР CADILLAC DEVILLE 99-04;;10;1 682,00
01-00005872;EMMETEC;CR9009KIT;CADILLAC;;Ремкомплект рулевой рейки с ГУР CADILLAC ESCALADE 2007-2011,CHEVROLET TAHOE/SUBURBAN/SILVERADO/AVALA;AS20386;1;2 084,00
01-00065830;EMMETEC;CA9004KIT;CADILLAC;;Ремкомплект рулевой рейки с ГУР CADILLAC SRX 04-08;;10;1 621,00
01-00055681;EMMETEC;CA9001KIT;CADILLAC;;Ремкомплект рулевой рейки с ГУР CADILLAC SRX 04-08;AS20386;10;1 817,00
01-00005863;EMMETEC;CN9001KIT;CHANGAN (CHANA);;Ремкомплект рулевой рейки с ГУР CHANA Benni 2008-2013;;10;1 001,00
01-00005876;EMMETEC;CY9002KIT;CHERY;;Ремкомплект рулевой рейки с ГУР CHERY Amulet 2004-,CHERY Karry A18 2007-;;10;1 235,00
01-00142319;EMMETEC;CY9011KIT;CHERY;;Ремкомплект рулевой рейки с ГУР CHERY BEAT 2010-;;10;1 776,00
01-00005877;EMMETEC;CY9003KIT;CHERY;;Ремкомплект рулевой рейки с ГУР CHERY Cross Eastar 2005-;;10;1 058,00
01-00005878;EMMETEC;CY9004KIT;CHERY;;Ремкомплект рулевой рейки с ГУР CHERY EASTAR 05- China;;10;2 613,00
01-00101700;EMMETEC;CY9010KIT;CHERY;;Ремкомплект рулевой рейки с ГУР CHERY EASTAR 2003-2008 TRW;;10;1 322,00
01-00005879;EMMETEC;CY9005KIT;CHERY;;Ремкомплект рулевой рейки с ГУР CHERY Elara 2006-,CHERY Fora A21 2006-;;10;1 682,00
01-00054991;EMMETEC;CY9009KIT;CHERY;;Ремкомплект рулевой рейки с ГУР CHERY Elara 2006-,CHERY Fora A21 2006- TRW;;10;1 351,00
01-00000019;EMMETEC;CY9008KIT;CHERY;;Ремкомплект рулевой рейки с ГУР CHERY Jaggi S21 2008-,CHERY QQ6 2011-;;10;2 162,00
01-00005880;EMMETEC;CY9006KIT;CHERY;;Ремкомплект рулевой рейки с ГУР CHERY Kimo A1 2006-,CHERY Kimo A113 2006-,CHERY Kimo S12 2006-;;10;1 495,00
01-00005881;EMMETEC;CY9007KIT;CHERY;;Ремкомплект рулевой рейки с ГУР CHERY QQ 2003-2011,CHERY Sweet S11 2003-;;10;1 390,00
01-00005875;EMMETEC;CY9001KIT;"CHERY ; LIFAN";;Ремкомплект рулевой рейки с ГУР CHERY Tiggo T11 06-, CHERY M11 09-10;;10;1 583,00
01-00005866;EMMETEC;CR9003KIT;"CHEVROLET ; DAEWOO";;"Ремкомплект рулевой рейки с ГУР CHEVROLET AVEO 03-08; DAEWOO MATIZ 98-TRW";"AS19461 ; AS16067 ; KOS82802";10;1 274,00
01-00005867;EMMETEC;CR9004KIT;CHEVROLET;;Ремкомплект рулевой рейки с ГУР CHEVROLET Aveo 2007-;;10;1 583,00
01-00054609;EMMETEC;CR9013KIT;CHEVROLET;;Ремкомплект рулевой рейки с ГУР CHEVROLET CAMARO -10;;10;1 161,00
01-00083033;EMMETEC;CR9016KIT;CHEVROLET;"26044844 ; 26044835 ; 26044837";Ремкомплект рулевой рейки с ГУР CHEVROLET CAMARO 1998-2002, CHEVROLET CORVETTE 1993-1997;;9;2 203,00
01-00005871;EMMETEC;CR9008KIT;"CHEVROLET ; OPEL";;Ремкомплект рулевой рейки с ГУР CHEVROLET Captiva 2006-,OPEL Antara 2006-;AS22582;10;1 930,00
01-00005868;EMMETEC;CR9005KIT;"CHEVROLET ; OPEL";;Ремкомплект рулевой рейки с ГУР CHEVROLET CHEVROLET Captiva 2006-,OPEL Antara 2006-SERV;;10;1 930,00
01-00054585;EMMETEC;CR9012KIT;CHEVROLET;;Ремкомплект рулевой рейки с ГУР CHEVROLET CORVETTE (C6) 04-;;10;2 074,00
01-00005873;EMMETEC;CR9010KIT;"CHEVROLET ; OPEL";;Ремкомплект рулевой рейки с ГУР CHEVROLET Cruze 09-,OPEL ASTRA-J 10-;;10;2 162,00
01-00005869;EMMETEC;CR9006KIT;"CHEVROLET ; DAEWOO";;Ремкомплект рулевой рейки с ГУР CHEVROLET Epica 2007-,CHEVROLET Evanda 2003-2007;AS20994;10;2 100,00
01-00005870;EMMETEC;CR9007KIT;CHEVROLET;;Ремкомплект рулевой рейки с ГУР CHEVROLET Express 03-10,CHEVROLET TRAILBLAZER (KC_) 01-08;AS15510;10;2 239,00
01-00005865;EMMETEC;CR9002KIT;"CHEVROLET ; DAEWOO";;Ремкомплект рулевой рейки с ГУР CHEVROLET Lacetti 03-,DAEWOO Leganza 97-03,DAEWOO Nubira 97-07, CHEV;"AS12455 ; AS22554";10;1 112,00
01-00005874;EMMETEC;CR9011KIT;CHEVROLET;;Ремкомплект рулевой рейки с ГУР CHEVROLET Spark 2005-,DAEWOO Matiz 2005-;;4;1 698,00
01-00005854;EMMETEC;CH9006KIT;CHRYSLER;;Ремкомплект рулевой рейки с ГУР CHRYSLER 300M 1998-2004, CHRYSLER Intrepid 1998-2004, CHRYSLER Conco;AS14025;8;1 532,00
01-00005851;EMMETEC;CH9003KIT;CHRYSLER;;Ремкомплект рулевой рейки с ГУР Chrysler Neon 1994-1999;;10;1 441,00
01-00005853;EMMETEC;CH9005KIT;"CHRYSLER ; DODGE";;Ремкомплект рулевой рейки с ГУР CHRYSLER PACIFICA 04-;;10;1 343,00
01-00005852;EMMETEC;CH9004KIT;"CHRYSLER ; DODGE ; JEEP";;Ремкомплект рулевой рейки с ГУР CHRYSLER PT Cruizer, CHRYSLER Patriot 2007-, CHRYSLER Compass 2007-,;"AS14512 ; AS14591 ; AS19369";10;1 698,00
01-00005850;EMMETEC;CH9002KIT;"CHRYSLER ; DODGE";;Ремкомплект рулевой рейки с ГУР CHRYSLER STRATUS 95-00, CHRYSLER CIRRUS 95-00, CHRYSLER BREEZE 95-00;AS11173;10;1 282,00
01-00005855;EMMETEC;CH9007KIT;"CHRYSLER ; DODGE";;Ремкомплект рулевой рейки с ГУР CHRYSLER Voyager 1995-2001, DODGE Caravan 1995-2000;;10;1 312,00
01-00005849;EMMETEC;CH9001KIT;"CHRYSLER ; DODGE";;Ремкомплект рулевой рейки с ГУР Chrysler Voyager 2001-2004;;10;1 683,00
01-00095353;EMMETEC;CH9008KIT;CHRYSLER;;Ремкомплект рулевой рейки с ГУР CHRYSLER VOYAGER IV  2004-2008;;2;1 682,00
01-00091073;EMMETEC;CI9004KIT;"CITROEN ; PEUGEOT";;"Ремкомплект рулевой рейки с ГУР CITROEN BERLINGO 1996-2000;PEUGEOT 306 1994-2001 TRW";;10;1 004,00
01-00005859;EMMETEC;CI9005KIT;"CITROEN ; PEUGEOT";;Ремкомплект рулевой рейки с ГУР CITROEN Berlingo 2002-2006,PEUGEOT Partner 2002-2006,CITROEN Berling;;10;926,00
01-00006093;EMMETEC;PE9010KIT;"CITROEN ; PEUGEOT";;Ремкомплект рулевой рейки с ГУР CITROEN Berlingo 2008-,PEUGEOT Partner 2008-,PEUGEOT 308 2007-;AS23138;10;1 988,00
01-00005856;EMMETEC;CI9001KIT;"CITROEN ; PEUGEOT";;Ремкомплект рулевой рейки с ГУР CITROEN BX 1982-1994,PEUGEOT 605 1989-1999 ZF;;10;1 282,00
01-00006049;EMMETEC;MT9029KIT;"CITROEN ; MITSUBISHI ; PEUGEOT";;"Ремкомплект рулевой рейки с ГУР CITROEN C-CROSSER 2.2D 2007-;MITSUBISHI OUTLANDER 2.2D 2006-";;10;1 930,00
01-00005862;EMMETEC;CI9008KIT;"CITROEN ; PEUGEOT";;Ремкомплект рулевой рейки с ГУР CITROEN C5 2008-2012;AS23275;3;2 007,00
01-00005861;EMMETEC;CI9007KIT;"CITROEN ; FIAT ; LANCIA ; PEUGEOT";;Ремкомплект рулевой рейки с ГУР CITROEN C8 2002-,FIAT Ulysse 2002-2011,LANCIA Phedra 2002-2010,PEUGE;;10;1 682,00
01-00005857;EMMETEC;CI9002KIT;"CITROEN ; FIAT ; PEUGEOT ; RAM";;Ремкомплект рулевой рейки с ГУР CITROEN Jumper 2006-,FIAT Ducato 2006-,PEUGEOT Boxer 2006-TRW;AS19235;10;1 525,00
01-00005889;EMMETEC;FI9003KIT;"CITROEN ; FIAT ; LANCIA ; PEUGEOT";;Ремкомплект рулевой рейки с ГУР CITROEN Jumpy 95-07,FIAT Scudo 95-04,FIAT Ulysse 95-02, PEUGEOT 806;AS12940;10;1 274,00
01-00062906;EMMETEC;CI9009KIT;CITROEN;;Ремкомплект рулевой рейки с ГУР CITROEN XSARA PICASSO 2004-;;10;888,00
01-00005883;EMMETEC;DC9001KIT;"DACIA ; RENAULT ; NISSAN";;Ремкомплект рулевой рейки с ГУР DACIA Logan 2004-2012, RENAULTE LOGAN 2004-2012;;10;1 467,00
01-00045403;EMMETEC;DC9002KIT;"DACIA ; RENAULT";;Ремкомплект рулевой рейки с ГУР DACIA LOGAN 2012-,RENAULT LOGAN 2012- JTEKT;;10;1 758,00
01-00005882;EMMETEC;DA9001KIT;"DAEWOO ; OPEL ; SAAB";;Ремкомплект рулевой рейки с ГУР DAEWOO Espero 1991-1999,DAEWOO Lanos 1999-,DAEWOO Nexia 1995-,OPEL A;"KOS-82801 ; AS11172 ; AS10589 ; 19015203";10;1 390,00
01-00082647;EMMETEC;DY9002KIT;DAIHATSU;"44482-87401-000 ; 44482-87402-000";Ремкомплект рулевой рейки с ГУР DAIHATSU TERIOS (J1) 97-05,TERIOS (J2_) 05-;;10;1 562,00
01-00094857;EMMETEC;DY9003KIT;DAIHATSU;;Ремкомплект рулевой рейки с ГУР DAIHATSU TERIOS 2005-;;10;1 962,00
01-00055134;EMMETEC;JP9004KIT;"DODGE ; JEEP";;"Ремкомплект рулевой рейки с ГУР DODGE DURANGO 11-;JEEP GRAND CHEROKEE IV (WK, WK2) 10-";;10;2 393,00
01-00005885;EMMETEC;DG9002KIT;DODGE;;Ремкомплект рулевой рейки с ГУР DODGE RAM 10-;;8;2 221,00
01-00005884;EMMETEC;DG9001KIT;"CHRYSLER ; DODGE";;Ремкомплект рулевой рейки с ГУР DODGE RAM VAM 1997-2003;;2;1 930,00
01-00005893;EMMETEC;FI9007KIT;FIAT;;Ремкомплект рулевой рейки с ГУР FIAT DOBLO 09-;;4;1 621,00
01-00005888;EMMETEC;FI9002KIT;FIAT;;Ремкомплект рулевой рейки с ГУР FIAT Doblo 2000-2005,Fiat Albea 1998- TRW;;10;1 274,00
01-00005892;EMMETEC;FI9006KIT;FIAT;;Ремкомплект рулевой рейки с ГУР FIAT Fiorino 1988-2001;AS16107;10;1 522,00
01-00005894;EMMETEC;FI9008KIT;"CITROEN ; FIAT ; PEUGEOT";;Ремкомплект рулевой рейки с ГУР FIAT Linea 2007-,CITROEN Nemo 2008-,FIAT Fiorino 2008-,FIAT Qubo 200;;10;2 122,00
01-00061338;EMMETEC;FI9009KIT;FIAT;;Ремкомплект рулевой рейки с ГУР FIAT MULTIPLA 1999-2010;"AS13412 ; AS18051";10;1 762,00
01-00099142;EMMETEC;FI9010KIT;FIAT;;Ремкомплект рулевой рейки с ГУР FIAT PALIO 1996-2002, FIAT SIENA 1996-2012;;10;1 204,00
01-00005913;EMMETEC;FO9032KIT;FORD USA;;Ремкомплект рулевой рейки с ГУР FORD Aerostar 1986-1997;AS11168;8;1 682,00
01-00005903;EMMETEC;FO9022KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD Connect 2002-,FORD Focus 1998-2005 TRW;"AS19944 ; AS13086 ; 15599925";10;1 235,00
01-00005896;EMMETEC;FO9005KIT;"FORD ; MAZDA";;Ремкомплект рулевой рейки с ГУР FORD Cougar 1998-2000,FORD Mondeo 1992-2000,FORD Courier 1989-1995,F;"AS11178 ; AS10962";5;1 404,00
01-00029967;EMMETEC;FO9008KIT;FORD USA;;Ремкомплект рулевой рейки с ГУР FORD EDGE 08- USA;;10;2 483,00
01-00005895;EMMETEC;FO9001KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD Escort 1990-1995,FORD Orion 1990-1995;AS10404;10;1 081,00
01-00005906;EMMETEC;FO9025KIT;FORD USA;;Ремкомплект рулевой рейки с ГУР FORD EXPLOYER 1992-2000;"AS12654 ; F5TZ3E501A ; AS13188 ; AS15440";10;1 853,00
01-00057252;EMMETEC;FO9009KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD FOCUS  1998-2004 USA;;10;1 239,00
01-00005897;EMMETEC;FO9006KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD FOCUS C-MAX 03-07,FOCUS II  04-13;AS18647;10;1 930,00
01-00005908;EMMETEC;FO9027KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD Granada 1972-1985;;1;1 544,00
01-00005904;EMMETEC;FO9023KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD GRANADA 72-85;;10;1 621,00
01-00005911;EMMETEC;FO9030KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD Mondeo III 2000-2007;;10;1 274,00
01-00005909;EMMETEC;FO9028KIT;"FORD ; LAND ROVER ; VOLVO";;Ремкомплект рулевой рейки с ГУР FORD S-MAX 06-,FORD Galaxy 06-,FORD Mondeo IV 07-,LAND ROVER FREELAN;"AS19850 ; AS20338";10;2 050,00
01-00005901;EMMETEC;FO9017KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD Scorpio 1994-1998 ZF;AS11644;10;1 274,00
01-00009009;EMMETEC;FO9034KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD Scorpio 1994-1998 ZF SERV;"AS11738 ; 7832633015";10;1 390,00
01-00129624;EMMETEC;FO9012KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD SCORPIO 4*4 88-94;;10;1 112,00
01-00028449;EMMETEC;FO9003KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD SIERRA (GBC) 82-86,SIERRA универсал (BNC) 82-86;;10;1 282,00
01-00005902;EMMETEC;FO9019KIT;FORD;6869953;Ремкомплект рулевой рейки с ГУР FORD Transit 1985-1991,FORD Transit 1992-2000 ZF;"AS12725 ; AS10682 ; 1544350110";10;1 633,00
01-00005905;EMMETEC;FO9024KIT;FORD;;Ремкомплект рулевой рейки с ГУР FORD TRANSIT 2000-2012;AS14020;10;1 467,00
01-00061907;EMMETEC;FO9010KITMSG;FORD;;Ремкомплект рулевой рейки с ГУР FORD TRANZIT 91-00 MSG;;10;1 569,00
01-00028451;EMMETEC;FO9004KIT;FORD USA;;Ремкомплект рулевой рейки с ГУР FORD USA MUSTANG 04-;;6;2 523,00
01-00006007;EMMETEC;MA9012KIT;"FORD USA ; MAZDA";;"Ремкомплект рулевой рейки с ГУР FORD USA PROBE I 1988-1993;MAZDA 626 GD 1987-1992,626 Hatchback GD";;10;1 497,00
01-00029937;EMMETEC;GZ9001KIT;GAZ;;Ремкомплект рулевой рейки с ГУР GAZ GAZELLE NEXT 13- ZF;;10;1 722,00
01-00005916;EMMETEC;GL9001KIT;GEELY;11060180103;Ремкомплект рулевой рейки с ГУР GEELY CK 2008-;;10;1 544,00
01-00062332;EMMETEC;GL9004KIT;GEELY;;Ремкомплект рулевой рейки с ГУР GEELY EMGRAND EC8 12-;;1;1 481,00
01-00054858;EMMETEC;GL9003KIT;GEELY;;Ремкомплект рулевой рейки с ГУР GEELY EMGRAND EC8 12-;;10;1 415,00
01-00005917;EMMETEC;GL9002KIT;GEELY;;Ремкомплект рулевой рейки с ГУР GEELY MK 2005-;;10;1 440,00
01-00005918;EMMETEC;GW9001KIT;"OPEL ; GREAT WALL";;Ремкомплект рулевой рейки с ГУР GREAT WALL Hover 2005-;;1;1 607,00
01-00061286;EMMETEC;GW9002KIT;GREAT WALL;;Ремкомплект рулевой рейки с ГУР GREAT WALL HOVER H5 10-;;10;2 007,00
01-00081703;EMMETEC;GW9003KIT;GREAT WALL;3411101-G08;Ремкомплект рулевой рейки с ГУР GREAT WALL VOLEEX C30 2010-;;10;2 122,00
01-00005928;EMMETEC;HO9012KIT;HONDA;;Ремкомплект рулевой рейки с ГУР HONDA ACCORD (CM) 03-08,LEGEND II (KA8) 91-96;;10;1 737,00
01-00005930;EMMETEC;HO9014KIT;"HONDA ; ACURA";"06531-SEA-E02 ; 06531SEAE01";"Ремкомплект рулевой рейки с ГУР HONDA ACCORD 03-07; ACURA TSX (CL_) 03-08";"AS17766 ; AS19095";10;1 840,00
01-00005926;EMMETEC;HO9010KIT;HONDA;;Ремкомплект рулевой рейки с ГУР HONDA ACCORD 08-USA;;10;1 930,00
01-00062351;EMMETEC;HO9004KIT;HONDA;;Ремкомплект рулевой рейки с ГУР HONDA Accord 1984-1990,HONDA Legend 1986-1990;;10;2 121,00
01-00005922;EMMETEC;HO9003KIT;HONDA;06531SV4000;Ремкомплект рулевой рейки с ГУР HONDA ACCORD V 1996-1998,ACCORD VI 1998-1903,ODYSSEY 1994-1998;AS13413;10;1 698,00
01-00005929;EMMETEC;HO9013KIT;HONDA;06531-S84-A01;Ремкомплект рулевой рейки с ГУР HONDA ACCORD VII (CG, CK) 1.6 i 10.1998-12.2002;AS15437;10;1 419,00
01-00143712;EMMETEC;HO9024KIT;HONDA;;Ремкомплект рулевой рейки с ГУР HONDA Civic 1998-2003;;10;1 722,00
01-00020176;EMMETEC;HO9018KIT;"HONDA ; ROVER";"06531-ST0-010 ; 06531-ST0-000";Ремкомплект рулевой рейки с ГУР HONDA Civic 1998-2003,ROVER 400 1995-2000 TRW;"AS13711 ; AS13142";10;1 116,00
01-00005923;EMMETEC;HO9005KIT;HONDA;"06531-S04-J51 ; 06531S10003";Ремкомплект рулевой рейки с ГУР HONDA CR-V 1995-2002;;10;1 930,00
01-00005932;EMMETEC;HO9016KIT;HONDA;06531-S9A-003;Ремкомплект рулевой рейки с ГУР HONDA CR-V 2002-2006;AS15506;10;2 239,00
01-00005931;EMMETEC;HO9015KIT;"HONDA ; ACURA";06531-SWA-A01;Ремкомплект рулевой рейки с ГУР HONDA CR-V 2006-2012;AS19416;10;1 997,00
01-00054795;EMMETEC;HO9019KIT;HONDA;;Ремкомплект рулевой рейки с ГУР HONDA FR-V (BE) 04-09;;2;1 957,00
01-00005925;EMMETEC;HO9008KIT;HONDA;;Ремкомплект рулевой рейки с ГУР HONDA Legend 2006-;;10;2 239,00
01-00107600;EMMETEC;HO9023KIT;HONDA;06531-S0X-A03;Ремкомплект рулевой рейки с ГУР HONDA ODYSSEY 2003-2008;;10;2 625,00
01-00005919;EMMETEC;HM9001KIT;HUMMER;;Ремкомплект рулевой рейки с ГУР HUMMER H3 2006-2010;AS23236;10;2 467,00
01-00005934;EMMETEC;HY9001KIT;HYUNDAI;"5779025A00 ; 57710-25000";Ремкомплект рулевой рейки с ГУР HYUNDAI Accent 00-05;"19025928 ; AS13714";5;1 776,00
01-00005954;EMMETEC;HY9021KIT;HYUNDAI;;Ремкомплект рулевой рейки с ГУР HYUNDAI Accent 1995-1999;;5;1 930,00
01-00005951;EMMETEC;HY9018KIT;HYUNDAI;577902CA10;Ремкомплект рулевой рейки с ГУР HYUNDAI ACCENT 2005-2011;;10;2 362,00
01-00005956;EMMETEC;HY9023KIT;"KIA ; HYUNDAI";;Ремкомплект рулевой рейки с ГУР HYUNDAI Accent 2011-,HYUNDAI Solaris 2011-,KIA Rio 2011-;;10;1 544,00
01-00005953;EMMETEC;HY9020KIT;HYUNDAI;5779002A00;Ремкомплект рулевой рейки с ГУР HYUNDAI Atos 1997-2000;AS19277;5;2 362,00
01-00005972;EMMETEC;KI9001KIT;"HYUNDAI ; KIA";577902CA00;Ремкомплект рулевой рейки с ГУР HYUNDAI Coupe 2000-2006,KIA Cerato 2004-2006,KIA Cerato 2006-2008;"AS17746 ; AS19227";10;2 162,00
01-00005941;EMMETEC;HY9008KIT;HYUNDAI;"57790-1CA10 ; 577901CA00";Ремкомплект рулевой рейки с ГУР HYUNDAI GETZ 02-, HYUNDAI GETZ 2006-;AS21712;5;1 767,00
01-00005947;EMMETEC;HY9014KIT;HYUNDAI;57790-3KA20;Ремкомплект рулевой рейки с ГУР HYUNDAI Grandeur 05-, AZERA 05-,SONATA NF 07-;;10;2 007,00
01-00025728;EMMETEC;HY9025KIT;HYUNDAI;;Ремкомплект рулевой рейки с ГУР HYUNDAI H-1 Cargo (TQ) 08-,H-1 Travel (TQ) 08-;;10;1 853,00
01-00005942;EMMETEC;HY9009KIT;HYUNDAI;"57790-4AA00 ; 57790-4AA50";Ремкомплект рулевой рейки с ГУР HYUNDAI H1 00-08;EX577904AA00;10;2 007,00
01-00005943;EMMETEC;HY9010KIT;HYUNDAI;;Ремкомплект рулевой рейки с ГУР HYUNDAI H100 93-00, HYUNDAI Porter 06-;AS22189;10;1 961,00
01-00102458;EMMETEC;KI9020KIT;"HYUNDAI ; KIA";;"Ремкомплект рулевой рейки с ГУР HYUNDAI ix35 2010-;KIA SPORTAGE 2010-";;10;2 548,00
01-00054556;EMMETEC;HY9029KIT;HYUNDAI;"57700-3J000 ; 57700-3J100";Ремкомплект рулевой рейки с ГУР HYUNDAI ix55 08-;;7;2 702,00
01-00005944;EMMETEC;HY9011KIT;HYUNDAI;;Ремкомплект рулевой рейки с ГУР HYUNDAI Lantra 1995-2000,HYUNDAI Coupe 1996-2000;AS13554;5;1 961,00
01-00000364;EMMETEC;HY9026KIT;HYUNDAI;;Ремкомплект рулевой рейки с ГУР HYUNDAI MATRIX (FC) 01-10;;5;1 900,00
01-00005952;EMMETEC;HY9019KIT;HYUNDAI;"57790-17A00 ; 57790-17A10";Ремкомплект рулевой рейки с ГУР HYUNDAI MATRIX 2001-2010;;5;1 930,00
01-00005939;EMMETEC;HY9006KIT;HYUNDAI;;Ремкомплект рулевой рейки с ГУР HYUNDAI Pony 1990-1994,HYUNDAI Excel 1990-1994;;10;2 000,00
01-00005938;EMMETEC;HY9005KIT;HYUNDAI;5779026A00;Ремкомплект рулевой рейки с ГУР HYUNDAI Santa Fe 2000-2006;AS19376;10;1 853,00
01-00005937;EMMETEC;HY9004KIT;HYUNDAI;57790-2BA00;Ремкомплект рулевой рейки с ГУР HYUNDAI Santa Fe 2005-2009;AS20348;10;2 046,00
01-00005950;EMMETEC;HY9017KIT;HYUNDAI;;Ремкомплект рулевой рейки с ГУР HYUNDAI SANTA FE II  2010-2012;;10;2 046,00
