br_id;brand;art;orgnl;orgnl_id;name;cross;quant;price
01-00007000;MSG Rebuilding;DA003R;DAEWOO;"96527786 ; 96565763 ; 96322923 ; 96315612 ; 96340218 ; 94572154 ; 96565814 ; 94572156 ; P94572156 ; P96340218 ; 96618674 ; 94572157 ; 94572155 ; 96316289 ; 96316299";Насос ГУР восстановленный DAEWOO KALOS 03-,MATIZ 98-;"04.75.0129 ; 07B930 ; 54137 ; 55.9299 ; SP3671 ; 15-1341 ; 715521341 ; DSP1602 ; SP3957 ; SP85032 ; SP85036 ; PPC-008 ; EX94567382 ; EX94567384 ; EX94572157 ; EX94572156 ; EX94572155 ; EX94572154 ; SP85037 ; P1234HG ; P1234";1;3 500,00
01-00007017;MSG Rebuilding;FI008R;FIAT;"46408075 ; 46541004 ; 55186442";Насос ГУР восстановленный FIAT BRAVA 1998-2001, BRAVO 1998-2001, MAREA 1998-2002, PUNTO 1993-1999;"04.07.0203 ; 715520125 ; JPR227 ; JPR152 ; 04.07.0201 ; 07B575 ; 53697 ; SP3197";3;3 183,00
01-00007020;MSG Rebuilding;FI011R;"CITROEN ; FIAT ; FORD ; PEUGEOT";"6C113A674AA ; 9661768080 ; 1534806 ; 1370733 ; 1495689 ; 4007KK ; 6C113A671AB ; 6C113A674AB ; 1805241 ; 1853489";Насос ГУР восстановленный FIAT Ducato 2006-,FORD Transit 2006-,CITRO JUMPER 2006 С приводом на помпу;"04.94.0190 ; 27648 ; 55.1759 ; 715520432 ; DSP1596 ; JPR759 ; QSRPA657 ; SP85117 ; 3040-0992 ; P1019HG ; 309004 ; RU4007KK ; AS3245 ; P0713 ; S5032028 ; MGP-2120 ; 10P0100 ; HP13011C ; 207025";4;5 756,00
01-00007023;MSG Rebuilding;FI016R;"ALFA ROMEO ; FIAT ; LADA ; LANCIA";"46406957 ; 46436958 ; 46475018 ; 46763559 ; 60665522 ; 46401704 ; 46401703 ; 21230-3407012-00 ; 46422591 ; 77465850";Насос ГУР восстановленный FIAT MAREA (185) 01-02,MAREA Weekend (185) 01-02;"04.11.0260 ; 863044 ; 863073 ; 36-2039 ; 36-2068 ; HP070 ; JPR151 ; JPR207 ; JPR239 ; JPR241 ; SP8070 ; PI0969 ; 07B422Z ; BFT74Z ; 15-0055 ; 27021 ; 7076002 ; 7076004 ; 715520055 ; 7691974154 ; S5014001 ; S5030006 ; 7691955160 ; S5030009 ; 7691955159 ; 7691955339 ; 7691955249";4;3 047,00
01-00007045;MSG Rebuilding;FO031R;FORD;;Насос ГУР восстановленный FORD COUGAR (EC_) 98-01,MONDEO II (BAP) 96-00,MONDEO II седан (BFP) 96-00;"04.05.1049-1 ; 53510 ; 851516601 ; HP-010 ; SP3010";1;3 386,00
01-00007024;MSG Rebuilding;FO001R;FORD;"4056078 ; XS2C3A674AA ; 1357999 ; 1150752 ; 1358536 ; 3838811 ; 4089690 ; 3907535 ; 1357997 ; 3554493 ; 1371089 ; YS4Z3A674CA ; F83C3A674CB ; 1364116 ; 1151059 ; 1M513A696BA ; 1358497 ; XS4C3A696HC";Насос ГУР восстановленный FORD COUGAR 1998-2001, FOCUS 1998-2004, MONDEO 1996-2001;"53725 ; 55.4493 ; DSP184 ; JPR189 ; SP3225 ; SP8184 ; 04.05.1140 ; 1545100509 ; 27616 ; 53732 ; 55.3678 ; 7146310021 ; JPR186 ; SP3232 ; SP8150 ; 715520271 ; PFO005 ; S5032009 ; 541021630 ; 541021330 ; S5032020 ; 55.3682 ; MGP-2117 ; MGP-2119 ; S5032006 ; 307006";1;4 402,00
01-00007025;MSG Rebuilding;FO002R;FORD;"F4RC3A674GA ; F4RC3A674GD ; F5RC3A674DC ; F5RC3A674FA ; F5RC3A674HA ; F7RC3A674DA ; YC1C3A674GA ; 4079647 ; 3749551 ; 1377717 ; 1439889 ; 4048703 ; 4079157 ; 4509602 ; 7120005 ; F5RC3A674CB ; HBDBB9HB1712 ; F7RC3A674FA ; 4079155 ; 7120272 ; 7120004 ; 9HB0200 ; F4RC-3A674-GA ; F4RC3A674EC ; HBDBF4AB2400 ; 1415741 ; 4335044 ; F8AZ3A674AA ; 7140218 ; 1358482 ; 6789028 ; 4032468 ; V92VB3A674AC ; 4048704";Насос ГУР восстановленный FORD ESCORT 95-,ESCORT CLASSIC 98-00,FORD TRANSIT94-00;"04.05.1040 ; 07B483 ; BFR50D ; BFR59D ; 04.05.1051 ; 15-0230 ; 27645 ; 715.520.230 ; 04.05.1050 ; 07B463 ; 15-0038 ; 27610 ; 715520038 ; BFR40D ; BFR55D ; SP3034 ; JPR308 ; P1013HG ; BSG30355001 ; 53584 ; 541021030 ; JPR338 ; DSP139 ; 307001 ; P0709 ; S5032005 ; S5032010 ; 541021830 ; S5032019 ; S5032021 ; S5032022 ; S5032008 ; S5032007 ; MGP-1642 ; MGP-2015 ; MGP-2118 ; 55.0272 ; 55.0178 ; 55.0172 ; 55.0170 ; 10P0014 ; 2853601 ; 1545100200 ; JPR672";11;3 251,00
01-00007028;MSG Rebuilding;FO005R;FORD;"F4RC3A674AD ; 4147206 ; 7140217 ; 4032433";Насос ГУР восстановленный FORD FIESTA III (GFJ) 92-95;"07B453 ; 32-76514 ; 53627 ; 55.0217 ; DSP140 ; JPR296 ; QSRPA766 ; SP3127 ; SP8140 ; 10P0087 ; RUF4RC4ADF ; AS3262 ; P1018HG";1;2 370,00
01-00029316;MSG Rebuilding;FO021R;"FORD ; MAZDA";"4032435 ; 4032467 ; F6RC3A674BB ; 96MF-3A733AE ; F6RC3A674CB ; 1358056 ; 3751817 ; 4153203 ; RMXS6J3A674CA ; XS6C3A674CA ; XS6C3A674CAAM ; 3751946";Насос ГУР восстановленный FORD FIESTA IV 95-02,FIESTA  96-99,KA 96-08,PUMA 97-02;"04.05.1030-1 ; 04.05.1030-4 ; 55.1947 ; 55.9217 ; PI0424 ; jpr202 ; 307011 ; S5032018 ; P1303HG ; P1303";1;4 334,00
01-00102564;MSG Rebuilding;VW029R;"FORD ; SEAT ; VW";"7M0145157AA ; 3A674AA";"Насос ГУР восстановленный FORD GALAXY 2000-2006;SEAT ALHAMBRA 2000-2010;VW SHARAN 2000-2010";VW029;1;3 386,00
01-00055137;MSG Rebuilding;HO023R;HONDA;"56100-P7A-G81 ; 56100PEJ003";Насос ГУР восстановленный HONDA LOGO 99-02;HO023;1;6 772,00
01-00007071;MSG Rebuilding;HY001R;HYUNDAI;"57110-29100 ; 57110-29101";Насос ГУР восстановленный HYUNDAI COUPE 1996-2002,LANTRA 1995-2000;"SP81549 ; CSP78106GS ; SP3340 ; DSP1438 ; 07B467 ; 53840 ; 15-1315 ; 715521315";1;3 251,00
01-00020172;MSG Rebuilding;HY034R;HYUNDAI;"57100-43003 ; 57100-43002 ; 57100-44001";Насос ГУР восстановленный HYUNDAI H100 1993-2000;"EX5710043003 ; SP3849 ; SP85207 ; PPA-070";1;3 047,00
01-00043894;MSG Rebuilding;HY018R;HYUNDAI;"57110-24000 ; 57110-24001 ; 57110-24002 ; 5711024101";Насос ГУР восстановленный HYUNDAI PONY 74-,PONY 89-95,PONY / EXCEL седан 90-95,PONY Wagon 78-;"04.76.0200-2 ; 15-1298 ; 715521298";1;3 047,00
01-00007072;MSG Rebuilding;HY002R;HYUNDAI;57100-2B000;Насос ГУР восстановленный HYUNDAI Santa Fe 2000-2006,HYUNDAI Santa Fe 2006-2010;"54499 ; SP3940 ; SP85196 ; EX571002B000 ; 571002B000";2;2 709,00
01-00028625;MSG Rebuilding;HY037R;HYUNDAI;"57100-39020 ; 5710039000";Насос ГУР восстановленный HYUNDAI XG 98-;"SP85444 ; EX5710039010 ; EX5710039020 ; PPA-051";1;4 740,00
01-00009026;MSG Rebuilding;JA001R;JAGUAR;"MNA8110AA ; MNA8110AB ; MNA8110ABE";Насос ГУР восстановленный JAGUAR XJ (X300) 94-97;"04.23.0137 ; 7682955126";1;5 621,00
01-00129823;MSG Rebuilding;JP005R;JEEP;"52088123 ; 52088018 ; 52088711AB ; 52088711AE ; 52088711AC";Насос ГУР восстановленный JEEP CHEROKEE (KJ) 01-08;;1;5 079,00
01-00007110;MSG Rebuilding;KI015R;KIA;0K2KC32600;Насос ГУР восстановленный KIA CARENS II 02-06;"07b985 ; I665-04S ; SP3787 ; SP8935";1;4 063,00
01-00007126;MSG Rebuilding;ME002R;MERCEDES-BENZ;"A0034660701 ; A0024661001 ; A0024660701 ; A0024662601 ; A002466100180 ; A002466220180";Насос ГУР восстановленный MERCEDES C W 202 1993-2000,MERCEDES Sprinter W905 1998-2002,MERCEDES Vito;"0146310002 ; 0346310004 ; 04.13.0087 ; 07B751D ; 15-0261 ; 27851 ; 27880 ; 401310 ; 54074 ; 715.520.261 ; BMR58L ; BMR59Z ; BMR61Z ; JPR161 ; SP3221 ; V30-0231 ; 975115 ; 24P0099 ; 2761901 ; 7691900506 ; JPR160 ; 32-89506 ; PI0308 ; 1345100200 ; 2856001 ; XLP2601 ; KS01000558 ; 5420035100 ; 1359000 ; HPS02043 ; S5050002 ; S5050017 ; RD.3211JPR161 ; MGP-1401 ; 3040-1902 ; 50046601 ; MGP-1405 ; 0035533SX ; BSG60355002 ; KS00000588 ; PR3040-1902";2;3 792,00
01-00007139;MSG Rebuilding;ME015R;MERCEDES-BENZ;"A1294602880 ; A129460288080 ; A1404600780 ; A1294602780 ; A1294601880 ; A1294601980";Насос ГУР восстановленный MERCEDES E W 124 1984-1993,MERCEDES SL R 129 1989-2001 Двухконтурный , без;"2837501 ; 28375 ; QSRPA203 ; 04.23.0600 ; 55.0680 ; 04.20.0135";1;20 316,00
01-00007129;MSG Rebuilding;ME005R;MERCEDES-BENZ;"A0024667501 ; A0024667601 ; A0024667201 ; A0034667201 ; A0034667101 ; A003466720180 ; A0044662001 ; A004466200180 ; A0024667401 ; A002466740180 ; A0024667301 ; A0034663301 ; A0024667101 ; A002466750180 ; 05103795AA ; A004466420180 ; A003466710180 ; 68012236AA";Насос ГУР восстановленный MERCEDES Sprinter W906 2002-,MERCEDES Vito W939 2003-;"0346310006 ; 04.13.0092 ; 07B750D ; 27899 ; 54162 ; BMR63Z ; JPR397 ; SP3698 ; 10931508 ; 1345100409 ; 31508 ; 32-89613 ; SP81160 ; 2838701 ; P1164HG ; P1031HG ; 541015010 ; 541023110 ; 7692900511 ; JPR833 ; SP3733 ; PI0865 ; 2838601 ; QSRPA182 ; 7692900530 ; 7692900510 ; VPM0024667501 ; BG13005 ; ks01000560 ; 3040-1903 ; P1605 ; S5050008 ; RD.3211JPR397 ; MGP-2004 ; 1345100400 ; MGP-2124 ; MGP-2125 ; P1164 ; P1031 ; 24P0079 ; 24P0105 ; KS00000596 ; KS00000591 ; KS00000590";1;4 163,00
01-00083099;MSG Rebuilding;ME066R;MERCEDES-BENZ;"A0064661501 ; A0064662601 ; A0064664701 ; A006466260180 ; A0064664601 ; A0064669201";Насос ГУР восстановленный MERCEDES-BENZ C-CLASS 2011-, E-CLASS 2009-;"04.13.0200-1 ; SP85388 ; PI1279 ; 32-89645 ; P1284HG ; P1284 ; 7693.900.509 ; 541015810";1;9 481,00
01-00007181;MSG Rebuilding;NI010R;NISSAN;"49110-AV700 ; 49110-BA00A ; 49110-BA00C ; 49110-BM701 ; 49110-BM702 ; 49110-BN00A ; 49110-BN00C ; 49110-9F600 ; 49110BU000 ; 491105M000 ; 491105M400 ; 49110-5M010 ; 491104M400 ; 491105M700 ; 491106N000";Насос ГУР восстановленный NISSAN ALMERA II (N16) 00-,ALMERA II Hatchback (N16) 00-,PRIMERA (P12) 02-;"15-0314 ; SP81329 ; DSP910 ; SP8910 ; 2865701 ; 7613955144 ; JPR694 ; 2865801 ; P1044HG ; 7613955110 ; RU491M400N ; AS3307 ; P1001 ; KS01000049 ; 29P0028 ; JPR797";1;4 876,00
01-00007208;MSG Rebuilding;OP019R;"NISSAN ; OPEL ; RENAULT";"4405479 ; 8200024738 ; 91166807 ; 8300024778 ; 8200712890";Насос ГУР восстановленный NISSAN Interstar 2002-,NISSAN Interstar 2002-2009,NISSAN Primastar 2002-,O;"04.07.0100-9 ; 07B475C-1 ; 27132 ; BRN57S ; JPR396 ; dsp1228 ; DSP428 ; 7074002 ; S5060013 ; PI1089 ; 55.0748 ; SP81119";2;4 402,00
01-00054683;MSG Rebuilding;OP018R;OPEL;"26046426 ; 5948042 ; 93175578 ; 26051533";Насос ГУР восстановленный OPEL CORSA B (73_, 78_, 79_) 93-00,FRONTERA A (5_MWL4) 95-98;"04.07.0100-3 ; 15-0079 ; 27725 ; 715520079 ; ADZ99507 ; DSP415 ; JPR515 ; QSRPA252 ; SP8415";1;7 449,00
01-00007200;MSG Rebuilding;OP003R;OPEL;"0948085 ; 90495960 ; 90576809 ; 90501830 ; 9129098 ; 0948063 ; 5948028 ; 90501831";Насос ГУР восстановленный OPEL Vectra B 1996-2002;"53514 ; 6146310005 ; 1245100500 ; JPR193 ; P1074HG ; 31P0059 ; S5055008 ; jpr143 ; JPR195 ; 304006 ; 55.0850 ; MGP-1400 ; P1074 ; PPS023 ; 7076017";1;4 063,00
01-00000009;MSG Rebuilding;RE029R;"NISSAN ; RENAULT";"49110-000QAK ; 8200193992 ; 491100246R ; 8200193992A ; 4911000QAK";Насос ГУР восстановленный RENAULT Master 1998-2003, RENAULT Master 2003-, NISSAN Interstar 2002- ZF;"04.11.0102 ; 27131 ; 7691955370 ; JPR658 ; 7691.955.371 ; 7591955329 ; 7691955329 ; 8001531 ; KS01000532 ; P1355HG ; KS00000562";1;3 521,00
01-00007299;MSG Rebuilding;VW014R;VW;"032145157A ; 032145157AX";Насос ГУР восстановленный SKODA Felicia 1995-1998,VW Polo 1994-1999;"04.11.0400 ; 07B543Z ; BVW60Z ; V10-0577 ; 7691955220 ; S5067003";1;3 386,00
01-00007270;MSG Rebuilding;TY023R;TOYOTA;"44320-20151 ; 44320-20360 ; 44320-20150 ; 44320-20160 ; 4432012061 ; 4432020153 ; 4430212090 ; 44320-12152 ; 44320-12320 ; 44320-20410 ; 4432012151 ; 4432020430 ; 4432020152 ; 44320-20240";Насос ГУР восстановленный TOYOTA Carina 1987-1992,TOYOTA Corona 1983-1987;"55.0874 ; DSP874 ; SP8874 ; P1249 ; 21G60254 ; P1401 ; P1249HG";1;4 266,00
01-00007283;MSG Rebuilding;VO006R;VOLVO;"1273700 ; 1359652 ; 8603043 ; 26016947 ; 8252306 ; 7844983";Насос ГУР восстановленный VOLVO 850 1992-1997,VOLVO C 70 1998-2005,VOLVO S 70 1997-2000,VOLVO S 80 1;"04.05.0150 ; 07B570 ; P1065HG ; P1065 ; 50P0050";1;4 063,00
01-00054376;MSG Rebuilding;VO008R;"PEUGEOT ; VOLVO";"8603045 ; 9125202 ; 26041458ve ; 9622072380 ; 8252308";Насос ГУР восстановленный VOLVO S40 I 95-99,V40 95-99;"04.07.0381-2 ; 07B977 ; 15-0189 ; 27908 ; 5146310006 ; 55.0510 ; 7076027 ; 715520189 ; 851527609 ; DSP510 ; JPR210 ; SP3139 ; SP8510 ; V95-0264 ; 305015 ; S5090003";1;3 386,00
01-00007282;MSG Rebuilding;VO005R;VOLVO;"8251737 ; 8683966 ; 8603051 ; 8683376 ; 8603760 ; 8251735 ; 8634927";Насос ГУР восстановленный VOLVO S60 01-10,S80 I 01-06,V70 II 01-07,XC70 CROSS COUNTRY 02-07,XC90 02-;"SP85077 ; 04.88.0303-1 ; 27911 ; 851527616 ; BVL54Z ; DSP5071 ; SP3868 ; SP85071 ; 7613955139 ; JPR889 ; P1150HG ; P1150";1;5 756,00
01-00007293;MSG Rebuilding;VW006R;VW;"7H0422153H ; 7H0422153A ; 7H0422153G ; 7l6422153g ; 7L6422153E ; 7H0422153";Насос ГУР восстановленный VW MULTIVAN V 03-09,TOUAREG 03-10,TRANSPORTER V 03-09,TRANSPORTER V 03-0;"04.94.0180 ; 07B952 ; 27845 ; 54273 ; 55.9250 ; 851529633 ; JPR544 ; SP3700 ; 301011 ; P0210 ; S5095011 ; MGP-2103 ; 50042153 ; P1038HG ; 25P0109 ; 3040-6959 ; 1145100300 ; 207009";1;5 756,00
01-00006262;MSG;BW003;BMW;"32411092603 ; 32411092604 ; 32411092742 ; 32411092954 ; 32411093040 ; 32411093400 ; 32411093577 ; 32411093578 ; 32411093579 ; 32411092135 ; 32411092432 ; 32411094098 ; 32411097149 ; 32416757914 ; 32411097148 ; 32411093124 ; 32411093360 ; 32411092433 ; 32411092744 ; 32413404615 ; 32411094964 ; 32416753274 ; 32411094965 ; 32412229679 ; 32416766190 ; 32416756582 ; 32416768155 ; 32412283041 ; 32412228979 ; 32412282951 ; 32411093039 ; 32411092898 ; 32416757464 ; 32414029151 ; 32411094962 ; 32416760958 ; 32411092741 ; 32416766051";"Насос ГУР новый 3 E-36 90-00; 3 E-46 98-05; 5 E-34 88-96; 5 E-39 95-03, X3 E-83 03-10";"04.11.0235 ; 07B577Z ; 3146310000 ; 501600 ; 53756 ; HP690 ; SP3256 ; 04.13.0070 ; 1445100209 ; 15-0213 ; 27671 ; 2910301 ; 29103 ; 3146310007 ; 715.520.213 ; JPR157 ; PPS017 ; QSRPA58 ; V20-7068 ; MGP-1374 ; 7692974535 ; 91128 ; 03P0095 ; 541007710 ; 541020910 ; JPR748 ; 541006910 ; 541013310 ; 541008410 ; 7693974155 ; jpr702 ; 541005410 ; JPR566 ; 7692974522 ; 7692974508 ; 7691974514 ; DSP840 ; 7691974507 ; SP3452 ; JPR158 ; 7691974516 ; 7691974509 ; 7691974508 ; 7692974546 ; SP3711 ; jpr422 ; P0306 ; 7693974113 ; JPR717 ; 2928501 ; ks01000554 ; JPR433 ; 541013610 ; 2911901 ; 541011910 ; S5020008 ; RD.3211JPR157 ; MGP1374 ; MGP-1290 ; MGP-1311 ; MGP-2108 ; KS00000581 ; P1213HG ; P1213 ; P1098HG ; P1098 ; 04753 ; JPR896 ; V20-1545 ; JPR128";30;2 892,00
01-00006377;MSG;FI003;"ALFA ROMEO ; FIAT ; LANCIA";"7668650 ; 46479292 ; 46413329 ; 55186707 ; 46413323";"Насос ГУР новый ALFA ROMEO 145 1994-1996,146 1994-1997; FIAT DUCATO 1994-2002";"07B403Z ; 7076001 ; 15-0125 ; 32-72503 ; 55.3329 ; 715520125 ; DSP059 ; JPR227 ; QSRPA846 ; SP3368 ; SP8059 ; 55.9088 ; S5030002 ; S5023003 ; S5030004 ; MGP-1197 ; 55.9954 ; 27002";1;2 506,00
01-00006244;MSG;AU001;"AUDI ; VW";"8D0145155R ; 8D0145155T ; 8D0145156A ; 8D0145156AV ; 8D0145156M ; 8D0145156X ; 8G0145155AX ; 4D0145156A ; 048145155B ; 048145155CX ; 048145155F ; 048145155FX ; 048145155H ; 050145155C ; 050145155CX ; 4D0145155K ; 4d0145155e ; 4D0145155J ; 8D0145156AX ; 4D0145155L ; 048145155FV ; 8D0145155M ; 8D0145155L ; 4D0145155H ; 8D0145156V ; 4d0145155f ; 8D0145156";Насос ГУР новый AUDI 100 1990-1994,AUDI 80 1990-1994,AUDI 80 1991-1996,AUDI 80 1994-1996,AUDI 90;"V10-7093 ; 04.23.0122 ; 04.23.0127 ; DSP5281 ; PI0254 ; 7681955265 ; 3040-7850 ; 1146310021 ; JPR211 ; 1146310031 ; dsp5280 ; 7681955220 ; 7682955123 ; 7681955280 ; 7681955263 ; JPR223 ; 2857301 ; 7682955128 ; 7681955294 ; 301004 ; 1146310017 ; 7681955270 ; S5013001 ; S5013007 ; S5095002 ; RD.3211JPR223 ; 1145100800 ; MGP-1029 ; MGP-1036 ; MGP-1041 ; 55.5280 ; 02P0009 ; JPR167 ; KS00000327 ; JPR725 ; 2859201 ; 7681955205";22;3 183,00
01-00006247;MSG;AU004;AUDI;"035145155D ; 035145155G ; 026145155D ; 034145155C ; 034145155D ; 034145155DX ; 034145155G ; 034145155A ; 034145155CX ; 034145155X ; 054145155B ; 054145155BX ; 1342216 ; 068145155B ; 03145155";Насос ГУР новый AUDI 100 82-91,100 AVANT 82-90,200 83-91,200 AVANT 83-91,V8 88-94;"04.18.0110 ; 07B410 ; 15-0002 ; 27800 ; 53518 ; 715.520.002 ; BAD80Z ; SP3018 ; 8601955141 ; 8601955115 ; 02P0025 ; P1003HG ; 2857901 ; 8601955114 ; 8601955131 ; JPR162 ; jpr163 ; S5013010";10;5 892,00
01-00006245;MSG;AU002;"AUDI ; FORD ; SEAT ; SKODA ; VW";"06A145157 ; 1J0422154H ; 1J0422154J ; 1J0422154JX ; 1J0422154V ; 535145157 ; 6N0145157 ; 6X0422154 ; 6N0145157X ; 8N0145154A ; 028145157 ; 110422154C ; 110422154D ; 1J0422154X ; 1J0422154EX ; 6N0422154 ; 7M0145157MX ; 6X0422154X ; 38145157 ; 1H0145157 ; 95VW3A674EB ; 1J0422152 ; 1H0145157X ; 038145157 ; 027145157B ; 1J0422154HV ; 6N0145157V ; 1J0422154HX ; 7317798 ; 1030323 ; 1030322 ; 95VW3A674CD ; 5Z0422154A ; 1045760 ; 95VW3A674EA";"Насос ГУР новый AUDI A3 96-01;FORD GALAXY 95-06;SEAT ALHAMBRA 96-10;SKODA OCTAVIA 96-06";"1146310003 ; 1146310016 ; JPR191 ; V10-0577 ; V10-0579 ; 2858501 ; P1174HG ; 02P0015 ; P1098HG ; 1145100900 ; 7612955540 ; 3040-7813 ; 2845301 ; 7691955229 ; 1146310009 ; 7690955107 ; 7691955241 ; 7690955103 ; P1002HG ; 305004 ; 301001 ; 301021HQ ; P0212A ; KS01000506 ; 1350001 ; HPS00030 ; 110470 ; 1350021 ; S5013008 ; S5032014 ; RD.3211JPR232 ; KS00000513 ; KS01000483 ; KS00000536 ; HPS00041 ; MGP-1004 ; MSP-1005 ; HP112447 ; HP110470 ; 1145101000 ; MGP-2105 ; MGP-2107 ; 55.5213 ; 7691955213 ; P1067HG ; 25P0049 ; 15-0097 ; KS00000533 ; 2858401 ; 00-35525-SX ; KS00000511 ; KS01000481 ; 7690955105 ; DSP015";30;2 756,00
01-00006248;MSG;AU005;AUDI;"8E0145153 ; 8E0145153H ; 4B0145153 ; 8E0145153ES ; 8E0145155E";Насос ГУР новый AUDI A4 00-04,A4 AVANT 01-04;"04.94.0108 ; 27827 ; BAD50K ; jpr413 ; 301033 ; 301033HQ ; P0209";8;4 266,00
01-00026350;MSG;AU017;"ALFA ROMEO ; AUDI ; PORSCHE ; VW";"8K0145154B ; 8K0145154G ; 8K0145154H ; 8K0145156H ; 8R0145155K ; 8K0145156J ; 7L8422154F ; 7L8422154G ; 7L8422154H ; 7L8422154J ; 4F0145156B ; 7P0422154A ; 8k0145154l ; 8r0145155d ; 4F0145156C ; 8r0145155s ; 4F0145156d ; 4h0145156d ; ?7P6422154B ; 8K0145154N ; 8R0145154C ; 4F0145156 ; 4F0145156G ; 51879792 ; 4F0145156J ; 8K0145154K ; 95831405021 ; 95831405020 ; 4H0145156H ; 4H0145156E ; 95531405020 ; 95531405021 ; 95831405011";Насос ГУР новый AUDI A4 07-,A4 AVANT 08-, A5 08-, AUDI Q7 07-,VW TOUAREG 07-,PORSCHE CAYENNE 2010-;"04.95.0100 ; SP85296 ; 7651955170 ; 7651955106 ; 7651.955.176 ; 7651955125 ; 7652955158 ; P0227 ; 7651955177 ; KS00000164 ; KS01000134 ; 7651955167 ; S5013011 ; P1240HG";23;7 043,00
01-00006870;MSG;VW001;"AUDI ; JAGUAR ; OPEL ; SKODA ; VW ; LIFAN";"4B0145155D ; 8D0145145l ; 8D0145155Q ; 8D0145177D ; 8D0145156T ; 8D0145156K ; 8D0145156L ; 3B7422154A ; 4B0145156A ; 4B0145156AX ; 4B0145156N ; 8D0145156N ; 8D0145156NX ; 4B0145155R ; 4B0145155T ; 4B0145156P ; 4B0145156R ; 4B0145155TX ; 4F0145155A ; 4F0145155C ; 4f0145155h ; 3B0422154B ; 3B0422154H ; 5948012 ; 90540019 ; 93175490 ; 948062 ; 8D0145156F ; 7257147 ; 8D0145156FV ; 8E0145155X ; 4B0145156X ; 8D0145155QX ; 8D0145155k ; 8D0145156TX ; 4F0145155E ; 90495182 ; 3B0422154G ; 3B7422154AX ; 8D0145156FX ; 4F0145155P ; 4b0145155rx ; 8D0145156KV ; 330422155B ; 330422155 ; 8E0145155F ; 4B0145169R ; 3B0422154K ; LBA3407100 ; 4B0145155E ; QVB101453 ; QVB101452 ; QVB101453E ; 8D0145156KX ; 4D0145153 ; 8D0145155 ; 8E0145156S ; BAC3407100 ; 4B0145156 ; 3B0422154A ; 4Е0145155N ; C2P14021 ; 8E0145156T";Насос ГУР новый AUDI A4 97-00, A6 97-05, A6 Avant 97-05, ALLROAD 00-05, AUDI A8 94-98;"04.11.0212 ; 04.13.0015 ; 07B576 ; 15-0009 ; 715.520.009 ; BAD50Z ; BAD57Z ; 7697955116 ; 7692955186 ; jpr734 ; 15-0702 ; 715520702 ; 7692.955.186 ; BAD55Z ; SP3975 ; 851529639 ; DSP1370 ; QSRPA721 ; SP85089 ; 1146310001 ; 52667 ; SP3912 ; 04.05.0100-9 ; 07B457 ; 55.0434 ; 55.0860 ; PI0351 ; 2853701 ; 7691.955.152 ; jpr731 ; WW4037 ; DSP027 ; 7693955202 ; JPR735 ; 7691955267 ; 04.13.0020 ; JPR730 ; JPR261 ; JPR267 ; 2859901 ; 7691955276 ; 8001704 ; DSP1810 ; 145650001 ; jpr324 ; 2123-3407012 ; 2859801 ; 7691.955.235 ; 1145101600 ; 7691955227 ; 53742 ; 1145101300 ; 1146310006 ; SP3539 ; JPR739 ; 2846001 ; 7690955104 ; 2863001 ; P1034HG ; 7692955155 ; 301031 ; 301003 ; P0223 ; P0203 ; P0215 ; JPR155 ; 715.520.008 ; JPR289 ; KS01000491 ; JPR573 ; 7697955102 ; JPR724 ; JPR424 ; 113408 ; 112445 ; HPS00032 ; 555235 ; 1350135 ; S5013005 ; S5013006 ; S5013009 ; S5013013 ; RD.3211JPR261 ; KS00000552 ; KS01000522 ; KS00000548 ; KS01000586 ; 50045156 ; MGP1001 ; MGP-1026 ; MGP-1027 ; MGP-1037 ; MGP-1039 ; HP112445 ; MGP-1620 ; JPR327 ; P1360HG ; P1360 ; P1359HG ; P1359 ; 25P0011 ; P1170HG ; 7692955134 ; 55.5102 ; 7692955133 ; KS01000507 ; KS01000572 ; 2846501 ; KS00000537 ; 7692955194 ; KS01000581 ; 1146310018 ; 1146310020 ; KS00000510";30;2 641,00
01-00006889;MSG;VW020;"AUDI ; VW";"7L6422154 ; 7L6422154A ; 7L6422154B ; 7L6422154C ; 7L6422154D ; 7L6422154E ; 7L8422154 ; 7L8422154D ; 7L8422154ES ; 95531405004 ; 3D0422154D ; 3D0422154H ; 3D0422154E ; 3D0422154C";"Насос ГУР новый AUDI Q7 (4L) 06-10;VW MULTIVAN V (7HM, 7HN, 7HF, 7EF, 7EM, 7EN) 04-09";"04.94.0104 ; 07B1035 ; 15-0503 ; 715.520.503 ; JPR774 ; QSRPA804 ; SP85143 ; P0204 ; P0216 ; S5013012";30;5 079,00
01-00006273;MSG;BW015;BMW;"32416757840 ; 32416757914 ; 32411095845";Насос ГУР новый BMW  X5 E-53 2004-2007;"04.13.0071 ; 07B416 ; HP1470 ; JPR828 ; V20-1544 ; 7692974526 ; 0036311SX ; KS01000625 ; P1184HG ; P1184";30;3 521,00
